name;WoSline;author;title;journal;year
ZAIMA_K(2015):894;17916;Zaima, K; A Methodology for environmental_information_system Based on Multi-dimensional Bookkeeping System for Material & Service Accounts;*****;2015
SUGATHAN_S(2015)353:491;17966;Sugathan, SK; The Associating Factors and Outcomes of Green Supply Chain Management Implementation - From the Technological and Non-technological Perspectives;ADV INTELL SYST;2015
MORISIO_M(2015):981;18055;Morisio, M; 4th International Workshop on Green and Sustainable Software (GREENS 2015);*****;2015
GODBOLEY_S(2015):36;18113;Godboley, S; Green-JEXJ: A new tool to measure energy consumption of improved concolic testing;*****;2015
BRZOZOWS_A(2015)213:992;18175;Brzozowska, A; Implementation of technical and information_system in environmental management;PROCD SOC BEHV;2015
OUHBI_S(2015):;18256;Ouhbi, S; Are Mobile Blood Donation Applications Green?;*****;2015
MUNZEL_H(2015):23;18329;Munzel, H; Towards an Ethical Foundation of green_software Engineering;*****;2015
CORDERO_V(2015):35;18389;Cordero, V; A first approach on legacy system energy consumption measurement;*****;2015
WIDIANTO_E(2015):;18453;Widianto, ED; WSN Infrastructure for Green Campus Development;*****;2015
SPITERI_C(2015):9;18525;Spiteri, C; The Horizon 2020 Initiative for a Cleaner Mediterranean: Towards the Next Phase;*****;2015
CHIARAVI_L(2015):142;18575;Chiaraviglio, L; Implementing Energy-aware Algorithms in Backbone Networks: a Transient Analysis;IEEE ICC;2015
LAWSON_V(2015):3414;18643;Lawson, VJ; C-SenZ-IS: a Customizable Sensor IS Model for Energy Efficient SaaS;P ANN HICSS;2015
KERN_E(2015)22:82;18715;Kern, E; Labelling Sustainable Software Products and Websites: Ideas, Approaches, and Challenges;ACSR ADV COMPUT;2015
ACAR_H(2015)2:471;18812;Acar, H; Towards a Green and Sustainable Software;ADV TRANSDISCIPL ENG;2015
SEIFERT_J(2015)105:41;18879;Seifert, JO; Management of Flash Floods and Soil Erosion in Dresden;WASSERWIRTSCHAFT;2015
AEBISCHE_B(2015)310:71;18923;Aebischer, B; The Energy Demand of ICT: A Historical Perspective and Current Methodological Challenges;ADV INTELL SYST;2015
NAUMANN_S(2015)310:191;19094;Naumann, S; Sustainable Software Engineering: Process and Quality Models, Life Cycle, and Social Aspects;ADV INTELL SYST;2015
CERCOS_S(2015)9388:2077560;19177;Cercos, SS; Design of a stateless low-latency router architecture for green software-defined networking;PROC SPIE;2015
COLAK_E(2015)24:1446;19256;Colak, EH; A GIS-BASED MODELLING OF ENVIRONMENTAL POLLUTANTS USING AHP-MULTICRITERIA DECISION ANALYSIS IN THE DEGIRMENDERE VALLEY OF TRABZON PROVINCE, TURKEY;FRESEN ENVIRON BULL;2015
ARDITO_L(2015)17:44;19344;Ardito, L; Understanding green_software Development: A Conceptual Framework;IT PROF;2015
SOUZA_D(2015)21:32;19414;Souza, DM; Assessing biodiversity loss due to land use with Life Cycle Assessment: are we there yet?;GLOBAL CHANGE BIOL;2015
KULLER_P(2015):;19588;Kuller, P; Energy Co-Operatives Business Models: Intermediate Result from eight Case Studies in southern Germany;*****;2015
YU_J(2015):1317;19685;Yu, J; Flexible and modular visualisation and data discovery tools for environmental information;*****;2015
ZERGER_A(2015):1965;19767;Zerger, A; A National Environmental Information Infrastructure;*****;2015
WANG_X(2015)37:395;19825;Wang, XQ; A Review of Green_IS Research and Directions for Future Studies;COMMUN ASSOC INF SYS;2015
WANG_X(2015)37:670;19933;Wang, X; Understanding Green_IS Initiatives: A Multi-theoretical Framework;COMMUN ASSOC INF SYS;2015
RODRIGUE_E(2015)8:148;20056;Rodriguez, EV; Territorial Harmonization: Its Additions in Planning and Administrative Management through Risk Management;CUAD VIVIENDA URBAN;2015
PANCHOO_S(2015):7463;20109;Panchoo, S; ONLINE LEARNING ENVIRONMENT information_system: ARCHITECTURAL DESIGN BASED ON ONLINE LEARNERS' ACTIVITIES;INTED PROC;2015
TRICHTCH_L(2014)54:2398;20175;Trichtchenko, LD; Highly Elliptical Orbits for Arctic observations: Assessment of ionizing radiation;ADV SPACE RES;2014
BEJAR_R(2014)60:346;20271;Bejar, R; A protocol for machine-readable cache policies in OGC web services: Application to the EuroGeoSource information_system;ENVIRON MODELL SOFTW;2014
WATSON_R(2014)15:514;20383;Watson, RT; A Personal Perspective on a Conceptual Foundation for Information Systems;J ASSOC INF SYST;2014
HILBRING_D(2014)18:480;20497;Hilbring, D; Semantically Enriching an Open Source Sensor Observation Service Implementation for Accessing Heterogeneous Environmental Data Sources;T GIS;2014
BULATEWI_T(2014)57:138;20562;Bulatewicz, T; A distributed data component for the Open Modeling Interface;ENVIRON MODELL SOFTW;2014
BENER_A(2014)31:36;20667;Bener, AB; green_software INTRODUCTION;IEEE SOFTWARE;2014
SIERSZEC_K(2014)31:64;20710;Sierszecki, K; green_software: Greening What and How Much?;IEEE SOFTWARE;2014
BENER_A(2014)31:76;20763;Bener, AB; Deploying and Provisioning green_software;IEEE SOFTWARE;2014
GOEBEL_C(2014)6:25;20804;Goebel, C; energy_informatics Current and Future Research Directions;BUS INFORM SYST ENG+;2014
KOTZE_C(2014):935;20945;Kotze, C; Key Drivers of green_information_system in South African Listed Companies;*****;2014
BOYER_J(2014)363:336;21023;Boyer, JF; Architecture of environmental information_system applied to scientific observatories: examples of Carnoules and MEDYCYSS observatories;IAHS-AISH P;2014
GATI_A(2014):150;21089;Gati, A; Impact of traffic growth on energy consumption of LTE networks between 2010 and 2020;IEEE WIREL COMMUNN;2014
ABDULLAH_R(2014):226;21152;Abdullah, R; Toward Developing green_software Development Model in Managing Knowledge of IT Practitioners for Sustaining Future Generation;*****;2014
SUPARTA_W(2014)539:012010;21246;Suparta, W; Radiation Dose Analysis of Galactic Cosmic Ray in Low Earth Orbit/Near Equatorial Orbit;J PHYS CONF SER;2014
KALAITZO_G(2014):77;21304;Kalaitzoglou, G; A Practical Model for Evaluating the Energy Efficiency of Software Applications;*****;2014
CHINENYE_S(2014):112;21384;Chinenyeze, SJ; An Aspect Oriented Model for Software Energy Efficiency in Decentralised Servers;*****;2014
MAHAVIR_(2014)18:012117;21446;Mahavir; Digital Earth - A sustainable Earth;IOP C SER EARTH ENV;2014
KOUKAL_A(2014):865;21497;Koukal, A; Offshore Wind Energy in Emerging Countries: A Decision Support System for the Assessment of Projects;P ANN HICSS;2014
WHYNTIE_T(2014)513:022038;21575;Whyntie, T; Simulation and analysis of the LUCID experiment in the Low Earth Orbit radiation environment;J PHYS CONF SER;2014
MOLLA_A(2014)27:129;21628;Molla, A; green_IT beliefs and pro-environmental IT practices among IT professionals;INFORM TECHNOL PEOPL;2014
MANTHEY_C(2014):105;21741;Manthey, C; Developing a Maturity Assessment Model for IT-Supported Energy Management;ENVIRON SCI ENG;2014
SUPARTA_W(2014)495:012040;21805;Suparta, W; Spatial Analysis of Galactic Cosmic Ray Particles in Low Earth Orbit/Near Equator Orbit Using SPENVIS;J PHYS CONF SER;2014
RAKUTKO_S(2014):577;21861;Rakutko, S; SOME EXPERIENCE IN ENERGY SAVING TRAINING WITHIN AGRICULTURAL ENGINEERING EDUCATION;ENG RUR DEVELOP;2014
AHMED_F(2014):65;21909;Ahmed, F; green_computing and Software Defects in Open Source Software: An Empirical Study;*****;2014
SHEN_F(2014)418:239;21971;Shen, FF; Application Framework for Marine Environment information_system with Spatiotemporal Sensor Data;COMM COM INF SC;2014
MARETT_K(2013)37:1301;22039;Marett, K; ASSESSING THE EFFECTS OF BENEFITS AND INSTITUTIONAL INFLUENCES ON THE CONTINUED USE OF ENVIRONMENTALLY MUNIFICENT BYPASS SYSTEMS IN LONG-HAUL TRUCKING;MIS QUART;2013
ZHAO_Y(2013)49:476;22175;Zhao, YF; Improving the Interpretation of Complex Audit Evidence: The Beneficial Role of Order Effects;ABACUS;2013
PONDEVIL_S(2013)24:317;22242;Pondeville, S; Environmental management control systems: The role of contextual and strategic factors;MANAGE ACCOUNT RES;2013
NGAI_E(2013)146:453;22420;Ngai, EWT; Energy and utility management maturity model for sustainable manufacturing process;INT J PROD ECON;2013
DEMIR_I(2013)50:77;22532;Demir, I; Towards an integrated Flood information_system: Centralized data access, analysis, and visualization;ENVIRON MODELL SOFTW;2013
VERNIER_F(2013)122:11;22608;Vernier, F; EIS Pesticides: An environmental_information_system to characterize agricultural activities and calculate agro-environmental indicators at embedded watershed scales;AGR SYST;2013
GHOLAMI_R(2013)50:431;22683;Gholami, R; Senior managers' perception on green_information_system (IS) adoption and environmental performance: Results from a field survey;INFORM MANAGE-AMSTER;2013
SARKIS_J(2013)15:695;22770;Sarkis, J; green_information_system & technologies - this generation and beyond: Introduction to the special issue;INFORM SYST FRONT;2013
CORBETT_J(2013)15:747;22852;Corbett, J; Using information_system to improve energy efficiency: Do smart meters make a difference?;INFORM SYST FRONT;2013
RYOO_S(2013)15:799;22977;Ryoo, SY; Green practices-IS alignment and environmental performance: The mediating effects of coordination;INFORM SYST FRONT;2013
HERTEL_M(2013)15:815;23109;Hertel, M; Investments in information_system: A contribution towards sustainability;INFORM SYST FRONT;2013
AL-HOGAR_E(2013)6:4093;23203;Al-Hogaraty, EA; Complex impact assessment of coastal development in the United Arab Emirates using GIS: a case study of Wurayah Biosphere Reserve;ARAB J GEOSCI;2013
HILPERT_H(2013)5:313;23270;Hilpert, H; Leveraging Green_IS in Logistics Developing an Artifact for Greenhouse Gas Emission Tracking;BUS INFORM SYST ENG+;2013
MYHRE_O(2013)29:293;23377;Myhre, O; Development of environmental performance indicators supported by an environmental_information_system: Application to the Norwegian defence sector;ECOL INDIC;2013
KOCH_M(2013)413:31;23499;Koch, M; information_system Efficiency as an Attribute in Environmental information_system;IFIP ADV INF COMM TE;2013
VANDERSC_H(2013)413:62;23566;van der Schaaf, H; Data Fusion in the Environmental Domain;IFIP ADV INF COMM TE;2013
HULEK_R(2013)413:230;23647;Hulek, R; GENASIS System Architecture On the Way from Environmental Data Repository towards a Research Infrastructure;IFIP ADV INF COMM TE;2013
HELL_T(2013)413:403;23730;Hell, T; An information_system Supporting WFD Reporting;IFIP ADV INF COMM TE;2013
PRASEK_J(2013)413:425;23794;Prasek, J; National INSPIRE Geoportal of the Czech Republic;IFIP ADV INF COMM TE;2013
CHVATALO_Z(2013)413:451;23851;Chvatalova, Z; Using the HOS Method for Evaluating the Efficiency of Environmental information_system;IFIP ADV INF COMM TE;2013
RONKKO_M(2013)413:533;23914;Ronkko, M; Classifying Environmental Monitoring Systems;IFIP ADV INF COMM TE;2013
BERRE_A(2013)413:688;23983;Berre, AJ; Environmental Infrastructures and Platforms with Citizens Observatories and Linked Open Data;IFIP ADV INF COMM TE;2013
HERGHILI_I(2013):896;24067;Herghiligiu, IV; Research Regarding the Informational System (Information and Knowledge) Required for an Environmental Manager;PROC EUR CONF KNOWL;2013
HOWARD_G(2013):75;24127;Howard, G; The Development of an Introductory Theoretical Green_IS Framework for Strong Environmental Sustainability in Organisations;PROC EUR CONF INFO;2013
MCGIBBON_C(2013):104;24251;McGibbon, C; Integrating green_information_system into the Curriculum Using a Carbon Footprinting Case;PROC EUR CONF INFO;2013
HILPERT_H(2013)7939:324;24336;Hilpert, H; Green_IS for GHG Emission Reporting on Product-Level? An Action Design Research Project in the Meat Industry;LECT NOTES COMPUT SC;2013
SAMUEL-O_O(2013)7939:340;24422;Samuel-Ojo, O; Design Methodology for Construction of Mapping Applications;LECT NOTES COMPUT SC;2013
MOSHNYAG_V(2013):112;24510;Moshnyaga, VG; An Assessment of Software Lifecycle Energy;INT WORKS POW TIM;2013
DUSTDAR_S(2013):1;24576;Dustdar, S; green_software Services: From Requirements to Business Models;*****;2013
DICK_M(2013):78;24651;Dick, M; green_software Engineering with Agile Methods;*****;2013
ZAYRIT_K(2013)7971:204;24732;Zayrit, K; Management of Multiple and Imperfect Sources in the Context of a Territorial Community Environmental System;LECT NOTES COMPUT SC;2013
LAGO_P(2013):1523;24806;Lago, P; 2nd International Workshop on Green and Sustainable Software (GREENS 2013);*****;2013
KHAN_R(2013):84;24863;Khan, RU; green_IT-Outsourcing Assurance Model;*****;2013
AMAR_B(2013)141:72;24937;Amar, B; Finding Semi-Automatically a Greatest Common Model Thanks to Formal Concept Analysis;LECT NOTES BUS INF P;2013
TIEFENBE_V(2013):4768;25028;Tiefenbeck, V; Mechatronics to drive environmental sustainability: measuring, visualizing and transforming consumer patterns on a large scale;IEEE IND ELEC;2013
CZECHOWS_P(2013)39:123;25129;Czechowski, P; DATA MINING SYSTEM FOR AIR QUALITY MONITORING NETWORKS;ARCH ENVIRON PROT;2013
ORTEGA-A_A(2013)22:457;25219;Ortega-Argueta, A; Proposal for a Monitoring and Evaluation Framework for Recovery Programs of Species at Risk;GEST POLIT PUBLICA;2013
ZHENG_D(2013)694-697:2286;25280;Zheng, DQ; The discussion on mechanism and research framework of green_information_technology and information_system adoption;ADV MATER RES-SWITZ;2013
YEW_M(2013):318;25341;Yew, MH; The Role of is in Residential Energy Management;*****;2013
LU_J(2013)43:1557;25438;Lu, JW; Environmental Informatics for Solid and Hazardous Waste Management: Advances, Challenges, and Perspectives;CRIT REV ENV SCI TEC;2013
CHAUHAN_N(2013)15:28;25925;Chauhan, NS; A green_software Development Life Cycle for Cloud Computing;IT PROF;2013
CAR_N(2013):824;25976;Car, NJ; A method and example system for managing provenance information in a heterogeneous process environment - a provenance architecture containing the Provenance Management System (PROMS);*****;2013
KHAITER_P(2013):1805;26035;Khaiter, PA; Ecosystem services in environmental sustainability: a formalized approach using UML;*****;2013
ZANDER_F(2013):2201;26113;Zander, F; Data and information management for integrated research - requirements, experiences and solutions;*****;2013
KOLIOS_S(2013)408:164;26180;Kolios, S; Integrated Large-Scale Environmental information_system: A Short Survey;IFIP ADV INF COMM TE;2013
BRANCELJ_I(2012)56:737;26240;Brancelj, IR; WATER IN ENVIRONMENTAL information_system;GEOD VESTN;2012
LAWRENCE_T(2012)51:56;26314;Lawrence, TM; A new paradigm for the design and management of building systems;ENERG BUILDINGS;2012
HALLINAN_K(2012)4:1371;26388;Hallinan, K; Energy Information Augmented Community-Based Energy Reduction;SUSTAINABILITY-BASEL;2012
AGOSTA_G(2012)2:105;26452;Agosta, G; Automatic memoization for energy efficiency in financial applications;SUSTAIN COMPUT-INFOR;2012
MA_L(2012):573;26517;Ma, LL; Virtualization Maturity Reference Model for green_software;*****;2012
HOWARD_G(2012):306;26574;Howard, GR; Synthesis of Green_IS Frameworks for Achieving Strong Environmental Sustainability in Organisations;*****;2012
LI_H(2012):56;26690;Li, H; Research on environmental_information_system Based on Flex and MAPGIS K9 IMS;*****;2012
KREUZ_J(2012):479;26740;Kreuz, J; INFORMATION ASPECTS OF ASSESSING ENVIRONMENTAL POLICY IMPLEMENTATION EFFECTIVENESS: CASE OF THE CZECH REPUBLIC;ACTUAL PROBL ECON;2012
DEDINEC_A(2012)16:717;26795;Dedinec, A; THE POTENTIAL OF RENEWABLE ENERGY SOURCES FOR GREENHOUSE GASES EMISSIONS REDUCTION IN MACEDONIA;THERM SCI;2012
MISHRA_A(2012)7:679;26861;Mishra, A; Green information_technology/information_system Education: Curriculum Views;TECH TECHNOL EDUC MA;2012
HOCQUETT_J(2012)83:517;26936;Hocquette, JF; Objectives and applications of phenotyping network set-up for livestock;ANIM SCI J;2012
GREEN_K(2012)17:290;27073;Green, KW; Green supply chain management practices: impact on performance;SUPPLY CHAIN MANAG;2012
GREEN_K(2012)112:186;27206;Green, KW; Do environmental collaboration and monitoring enhance organizational performance?;IND MANAGE DATA SYST;2012
